date_tdb,jd_tdb,lambda_sidereal_deg,beta_deg,distance_au,ayanamsa_deg,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2021-Feb-14 00:00:00.0000 TDB,2459259.50000,267.525763,2.421690,59.258495,25.031144,22.711308,-54.676286,2.503901,-5.793256,77.915387,-2.379378,-74.211370
2021-Feb-15 00:00:00.0000 TDB,2459260.50000,267.539403,2.422118,59.215509,25.031149,22.707837,-54.631200,2.502527,-6.230084,78.211445,-2.379163,-74.646167
2021-Feb-16 00:00:00.0000 TDB,2459261.50000,267.552898,2.422558,59.172273,25.031154,22.704111,-54.585946,2.501153,-6.671808,78.499121,-2.378966,-75.075304
2021-Feb-17 00:00:00.0000 TDB,2459262.50000,267.566240,2.423008,59.128791,25.031162,22.700129,-54.540527,2.499779,-7.118179,78.778378,-2.378796,-75.498657
2021-Feb-18 00:00:00.0000 TDB,2459263.50000,267.579421,2.423468,59.085066,25.031179,22.695888,-54.494950,2.498406,-7.568964,79.049193,-2.378658,-75.916122
2021-Feb-19 00:00:00.0000 TDB,2459264.50000,267.592435,2.423940,59.041101,25.031205,22.691385,-54.449220,2.497032,-8.023940,79.311552,-2.378558,-76.327604
2021-Feb-20 00:00:00.0000 TDB,2459265.50000,267.605277,2.424421,58.996901,25.031242,22.686619,-54.403340,2.495658,-8.482891,79.565451,-2.378501,-76.733019
2021-Feb-21 00:00:00.0000 TDB,2459266.50000,267.617944,2.424914,58.952469,25.031288,22.681586,-54.357315,2.494284,-8.945608,79.810893,-2.378489,-77.132294
2021-Feb-22 00:00:00.0000 TDB,2459267.50000,267.630433,2.425416,58.907807,25.031342,22.676285,-54.311152,2.492911,-9.411884,80.047897,-2.378527,-77.525370
2021-Feb-23 00:00:00.0000 TDB,2459268.50000,267.642745,2.425928,58.862920,25.031400,22.670714,-54.264854,2.491537,-9.881518,80.276498,-2.378615,-77.912205
2021-Feb-24 00:00:00.0000 TDB,2459269.50000,267.654881,2.426450,58.817812,25.031457,22.664870,-54.218426,2.490163,-10.354323,80.496753,-2.378755,-78.292783
2021-Feb-25 00:00:00.0000 TDB,2459270.50000,267.666842,2.426982,58.772486,25.031508,22.658753,-54.171874,2.488789,-10.830133,80.708747,-2.378943,-78.667118
2021-Feb-26 00:00:00.0000 TDB,2459271.50000,267.678631,2.427524,58.726945,25.031547,22.652360,-54.125202,2.487415,-11.308819,80.912578,-2.379175,-79.035254
2021-Feb-27 00:00:00.0000 TDB,2459272.50000,267.690247,2.428074,58.681194,25.031570,22.645690,-54.078414,2.486041,-11.790298,81.108356,-2.379440,-79.397260
2021-Feb-28 00:00:00.0000 TDB,2459273.50000,267.701685,2.428635,58.635235,25.031580,22.638740,-54.031515,2.484667,-12.274542,81.296175,-2.379723,-79.753215
2021-Mar-01 00:00:00.0000 TDB,2459274.50000,267.712938,2.429204,58.589072,25.031580,22.631511,-53.984510,2.483292,-12.761574,81.476093,-2.380007,-80.103179
2021-Mar-02 00:00:00.0000 TDB,2459275.50000,267.723994,2.429782,58.542709,25.031579,22.623999,-53.937404,2.481918,-13.251448,81.648111,-2.380273,-80.447174
2021-Mar-03 00:00:00.0000 TDB,2459276.50000,267.734839,2.430370,58.496149,25.031585,22.616204,-53.890200,2.480543,-13.744225,81.812158,-2.380501,-80.785159
2021-Mar-04 00:00:00.0000 TDB,2459277.50000,267.745465,2.430966,58.449396,25.031606,22.608123,-53.842905,2.479168,-14.239946,81.968101,-2.380677,-81.117027
2021-Mar-05 00:00:00.0000 TDB,2459278.50000,267.755864,2.431571,58.402452,25.031644,22.599754,-53.795521,2.477793,-14.738605,82.115757,-2.380791,-81.442605
2021-Mar-06 00:00:00.0000 TDB,2459279.50000,267.766035,2.432185,58.355323,25.031697,22.591098,-53.748055,2.476418,-15.240143,82.254912,-2.380839,-81.761676
2021-Mar-07 00:00:00.0000 TDB,2459280.50000,267.775979,2.432807,58.308011,25.031758,22.582150,-53.700510,2.475043,-15.744444,82.385350,-2.380820,-82.073994
2021-Mar-08 00:00:00.0000 TDB,2459281.50000,267.785702,2.433438,58.260521,25.031821,22.572911,-53.652893,2.473668,-16.251343,82.506859,-2.380740,-82.379301
2021-Mar-09 00:00:00.0000 TDB,2459282.50000,267.795206,2.434077,58.212856,25.031878,22.563378,-53.605209,2.472293,-16.760629,82.619251,-2.380607,-82.677341
2021-Mar-10 00:00:00.0000 TDB,2459283.50000,267.804494,2.434724,58.165022,25.031923,22.553550,-53.557462,2.470918,-17.272061,82.722366,-2.380431,-82.967872
2021-Mar-11 00:00:00.0000 TDB,2459284.50000,267.813563,2.435380,58.117022,25.031954,22.543427,-53.509658,2.469543,-17.785370,82.816074,-2.380224,-83.250671
2021-Mar-12 00:00:00.0000 TDB,2459285.50000,267.822412,2.436043,58.068861,25.031970,22.533006,-53.461803,2.468169,-18.300274,82.900282,-2.379998,-83.525541
2021-Mar-13 00:00:00.0000 TDB,2459286.50000,267.831033,2.436715,58.020543,25.031976,22.522288,-53.413902,2.466794,-18.816482,82.974934,-2.379767,-83.792314
2021-Mar-14 00:00:00.0000 TDB,2459287.50000,267.839419,2.437394,57.972074,25.031974,22.511271,-53.365961,2.465420,-19.333702,83.040006,-2.379543,-84.050857
2021-Mar-15 00:00:00.0000 TDB,2459288.50000,267.847561,2.438080,57.923458,25.031970,22.499955,-53.317985,2.464045,-19.851653,83.095507,-2.379334,-84.301063
2021-Mar-16 00:00:00.0000 TDB,2459289.50000,267.855452,2.438774,57.874700,25.031970,22.488340,-53.269979,2.462671,-20.370066,83.141470,-2.379151,-84.542856
2021-Mar-17 00:00:00.0000 TDB,2459290.50000,267.863084,2.439474,57.825805,25.031977,22.476426,-53.221950,2.461297,-20.888685,83.177947,-2.379000,-84.776182
2021-Mar-18 00:00:00.0000 TDB,2459291.50000,267.870453,2.440182,57.776777,25.031993,22.464212,-53.173903,2.459923,-21.407272,83.205006,-2.378888,-85.001007
2021-Mar-19 00:00:00.0000 TDB,2459292.50000,267.877555,2.440896,57.727622,25.032021,22.451698,-53.125842,2.458549,-21.925600,83.222724,-2.378817,-85.217311
2021-Mar-20 00:00:00.0000 TDB,2459293.50000,267.884388,2.441617,57.678344,25.032058,22.438886,-53.077774,2.457176,-22.443457,83.231187,-2.378792,-85.425084
2021-Mar-21 00:00:00.0000 TDB,2459294.50000,267.890951,2.442344,57.628949,25.032104,22.425774,-53.029704,2.455802,-22.960635,83.230489,-2.378814,-85.624329
2021-Mar-22 00:00:00.0000 TDB,2459295.50000,267.897245,2.443076,57.579442,25.032155,22.412364,-52.981637,2.454428,-23.476937,83.220737,-2.378885,-85.815061
2021-Mar-23 00:00:00.0000 TDB,2459296.50000,267.903273,2.443815,57.529826,25.032207,22.398656,-52.933577,2.453054,-23.992175,83.202053,-2.379004,-85.997315
2021-Mar-24 00:00:00.0000 TDB,2459297.50000,267.909036,2.444559,57.480108,25.032256,22.384651,-52.885532,2.451680,-24.506174,83.174576,-2.379171,-86.171146
2021-Mar-25 00:00:00.0000 TDB,2459298.50000,267.914538,2.445309,57.430292,25.032295,22.370350,-52.837504,2.450306,-25.018784,83.138468,-2.379382,-86.336638
2021-Mar-26 00:00:00.0000 TDB,2459299.50000,267.919782,2.446064,57.380382,25.032322,22.355752,-52.789500,2.448931,-25.529889,83.093908,-2.379628,-86.493905
2021-Mar-27 00:00:00.0000 TDB,2459300.50000,267.924767,2.446823,57.330385,25.032335,22.340860,-52.741525,2.447557,-26.039426,83.041082,-2.379899,-86.643085
2021-Mar-28 00:00:00.0000 TDB,2459301.50000,267.929489,2.447588,57.280303,25.032335,22.325675,-52.693582,2.446182,-26.547388,82.980161,-2.380177,-86.784328
2021-Mar-29 00:00:00.0000 TDB,2459302.50000,267.933939,2.448357,57.230142,25.032331,22.310196,-52.645676,2.444808,-27.053824,82.911273,-2.380444,-86.917762
2021-Mar-30 00:00:00.0000 TDB,2459303.50000,267.938106,2.449130,57.179906,25.032331,22.294425,-52.597813,2.443433,-27.558822,82.834478,-2.380677,-87.043470
2021-Mar-31 00:00:00.0000 TDB,2459304.50000,267.941979,2.449908,57.129600,25.032346,22.278363,-52.549996,2.442058,-28.062469,82.749750,-2.380859,-87.161456
2021-Apr-01 00:00:00.0000 TDB,2459305.50000,267.945551,2.450689,57.079227,25.032379,22.262010,-52.502230,2.440683,-28.564821,82.656988,-2.380976,-87.271639
2021-Apr-02 00:00:00.0000 TDB,2459306.50000,267.948821,2.451475,57.028794,25.032430,22.245368,-52.454520,2.439307,-29.065866,82.556038,-2.381021,-87.373868
2021-Apr-03 00:00:00.0000 TDB,2459307.50000,267.951794,2.452265,56.978304,25.032492,22.228437,-52.406872,2.437932,-29.565522,82.446727,-2.380994,-87.467944
2021-Apr-04 00:00:00.0000 TDB,2459308.50000,267.954477,2.453058,56.927762,25.032558,22.211217,-52.359288,2.436557,-30.063635,82.328893,-2.380901,-87.553651
2021-Apr-05 00:00:00.0000 TDB,2459309.50000,267.956874,2.453855,56.877172,25.032619,22.193711,-52.311775,2.435182,-30.560002,82.202407,-2.380754,-87.630784
2021-Apr-06 00:00:00.0000 TDB,2459310.50000,267.958992,2.454655,56.826541,25.032668,22.175918,-52.264338,2.433807,-31.054388,82.067174,-2.380563,-87.699159
2021-Apr-07 00:00:00.0000 TDB,2459311.50000,267.960831,2.455458,56.775873,25.032704,22.157840,-52.216982,2.432432,-31.546537,81.923142,-2.380342,-87.758621
2021-Apr-08 00:00:00.0000 TDB,2459312.50000,267.962390,2.456264,56.725173,25.032725,22.139479,-52.169711,2.431058,-32.036186,81.770293,-2.380102,-87.809043
2021-Apr-09 00:00:00.0000 TDB,2459313.50000,267.963665,2.457073,56.674447,25.032735,22.120836,-52.122531,2.429683,-32.523071,81.608642,-2.379857,-87.850328
2021-Apr-10 00:00:00.0000 TDB,2459314.50000,267.964650,2.457885,56.623699,25.032737,22.101912,-52.075446,2.428309,-33.006932,81.438233,-2.379617,-87.882409
2021-Apr-11 00:00:00.0000 TDB,2459315.50000,267.965340,2.458698,56.572936,25.032736,22.082710,-52.028463,2.426934,-33.487515,81.259134,-2.379393,-87.905241
2021-Apr-12 00:00:00.0000 TDB,2459316.50000,267.965728,2.459514,56.522162,25.032738,22.063232,-51.981586,2.425560,-33.964575,81.071437,-2.379194,-87.918806
2021-Apr-13 00:00:00.0000 TDB,2459317.50000,267.965811,2.460332,56.471383,25.032746,22.043479,-51.934820,2.424186,-34.437879,80.875253,-2.379027,-87.923108
2021-Apr-14 00:00:00.0000 TDB,2459318.50000,267.965583,2.461151,56.420604,25.032763,22.023454,-51.888169,2.422812,-34.907211,80.670710,-2.378898,-87.918172
2021-Apr-15 00:00:00.0000 TDB,2459319.50000,267.965043,2.461971,56.369831,25.032792,22.003158,-51.841639,2.421438,-35.372366,80.457951,-2.378811,-87.904041
2021-Apr-16 00:00:00.0000 TDB,2459320.50000,267.964191,2.462793,56.319068,25.032831,21.982596,-51.795234,2.420065,-35.833156,80.237128,-2.378770,-87.880775
2021-Apr-17 00:00:00.0000 TDB,2459321.50000,267.963029,2.463615,56.268322,25.032880,21.961768,-51.748959,2.418691,-36.289405,80.008402,-2.378777,-87.848444
2021-Apr-18 00:00:00.0000 TDB,2459322.50000,267.961558,2.464438,56.217597,25.032935,21.940679,-51.702818,2.417317,-36.740953,79.771942,-2.378832,-87.807133
2021-Apr-19 00:00:00.0000 TDB,2459323.50000,267.959783,2.465261,56.166898,25.032991,21.919330,-51.656816,2.415943,-37.187648,79.527926,-2.378935,-87.756941
2021-Apr-20 00:00:00.0000 TDB,2459324.50000,267.957709,2.466084,56.116231,25.033046,21.897725,-51.610957,2.414569,-37.629355,79.276546,-2.379085,-87.697980
2021-Apr-21 00:00:00.0000 TDB,2459325.50000,267.955341,2.466907,56.065600,25.033094,21.875866,-51.565245,2.413195,-38.065954,79.018003,-2.379276,-87.630383
2021-Apr-22 00:00:00.0000 TDB,2459326.50000,267.952682,2.467729,56.015011,25.033132,21.853756,-51.519685,2.411821,-38.497352,78.752515,-2.379504,-87.554306
2021-Apr-23 00:00:00.0000 TDB,2459327.50000,267.949735,2.468551,55.964468,25.033156,21.831398,-51.474280,2.410446,-38.923488,78.480313,-2.379759,-87.469929
2021-Apr-24 00:00:00.0000 TDB,2459328.50000,267.946501,2.469372,55.913976,25.033169,21.808796,-51.429034,2.409072,-39.344351,78.201626,-2.380029,-87.377450
2021-Apr-25 00:00:00.0000 TDB,2459329.50000,267.942976,2.470191,55.863540,25.033173,21.785953,-51.383950,2.407697,-39.759982,77.916669,-2.380296,-87.277075
2021-Apr-26 00:00:00.0000 TDB,2459330.50000,267.939151,2.471010,55.813164,25.033178,21.762871,-51.339033,2.406322,-40.170480,77.625611,-2.380539,-87.168990
2021-Apr-27 00:00:00.0000 TDB,2459331.50000,267.935017,2.471826,55.762853,25.033193,21.739553,-51.294286,2.404947,-40.575977,77.328548,-2.380738,-87.053327
2021-Apr-28 00:00:00.0000 TDB,2459332.50000,267.930568,2.472641,55.712611,25.033227,21.716003,-51.249713,2.403572,-40.976607,77.025489,-2.380873,-86.930137
2021-Apr-29 00:00:00.0000 TDB,2459333.50000,267.925800,2.473455,55.662442,25.033281,21.692222,-51.205316,2.402197,-41.372461,76.716355,-2.380934,-86.799377
2021-Apr-30 00:00:00.0000 TDB,2459334.50000,267.920719,2.474266,55.612350,25.033352,21.668214,-51.161099,2.400822,-41.763555,76.401016,-2.380916,-86.660925
2021-May-01 00:00:00.0000 TDB,2459335.50000,267.915335,2.475075,55.562341,25.033430,21.643982,-51.117066,2.399447,-42.149815,76.079325,-2.380825,-86.514612
2021-May-02 00:00:00.0000 TDB,2459336.50000,267.909657,2.475882,55.512419,25.033506,21.619528,-51.073221,2.398072,-42.531092,75.751164,-2.380670,-86.360263
2021-May-03 00:00:00.0000 TDB,2459337.50000,267.903694,2.476686,55.462588,25.033571,21.594855,-51.029568,2.396697,-42.907182,75.416457,-2.380466,-86.197724
2021-May-04 00:00:00.0000 TDB,2459338.50000,267.897451,2.477487,55.412854,25.033621,21.569967,-50.986109,2.395322,-43.277858,75.075185,-2.380229,-86.026881
2021-May-05 00:00:00.0000 TDB,2459339.50000,267.890929,2.478286,55.363221,25.033656,21.544866,-50.942850,2.393948,-43.642882,74.727375,-2.379972,-85.847661
2021-May-06 00:00:00.0000 TDB,2459340.50000,267.884127,2.479081,55.313693,25.033678,21.519557,-50.899793,2.392573,-44.002026,74.373091,-2.379710,-85.660030
2021-May-07 00:00:00.0000 TDB,2459341.50000,267.877042,2.479873,55.264277,25.033691,21.494041,-50.856943,2.391199,-44.355071,74.012428,-2.379453,-85.463985
2021-May-08 00:00:00.0000 TDB,2459342.50000,267.869669,2.480661,55.214976,25.033700,21.468323,-50.814303,2.389825,-44.701810,73.645505,-2.379212,-85.259546
2021-May-09 00:00:00.0000 TDB,2459343.50000,267.862005,2.481446,55.165795,25.033711,21.442407,-50.771876,2.388451,-45.042048,73.272455,-2.378995,-85.046759
2021-May-10 00:00:00.0000 TDB,2459344.50000,267.854048,2.482226,55.116740,25.033728,21.416297,-50.729667,2.387077,-45.375602,72.893429,-2.378809,-84.825684
2021-May-11 00:00:00.0000 TDB,2459345.50000,267.845795,2.483002,55.067815,25.033753,21.389995,-50.687679,2.385703,-45.702300,72.508593,-2.378662,-84.596402
2021-May-12 00:00:00.0000 TDB,2459346.50000,267.837247,2.483774,55.019025,25.033789,21.363508,-50.645914,2.384329,-46.021984,72.118124,-2.378557,-84.359012
2021-May-13 00:00:00.0000 TDB,2459347.50000,267.828406,2.484540,54.970374,25.033836,21.336837,-50.604376,2.382956,-46.334508,71.722212,-2.378499,-84.113627
2021-May-14 00:00:00.0000 TDB,2459348.50000,267.819274,2.485301,54.921867,25.033893,21.309988,-50.563069,2.381582,-46.639742,71.321058,-2.378489,-83.860377
2021-May-15 00:00:00.0000 TDB,2459349.50000,267.809856,2.486057,54.873508,25.033956,21.282965,-50.521995,2.380208,-46.937572,70.914871,-2.378528,-83.599408
2021-May-16 00:00:00.0000 TDB,2459350.50000,267.800159,2.486807,54.825303,25.034024,21.255772,-50.481156,2.378834,-47.227897,70.503870,-2.378615,-83.330878
2021-May-17 00:00:00.0000 TDB,2459351.50000,267.790190,2.487552,54.777255,25.034089,21.228414,-50.440557,2.377461,-47.510637,70.088279,-2.378749,-83.054959
2021-May-18 00:00:00.0000 TDB,2459352.50000,267.779956,2.488290,54.729368,25.034149,21.200894,-50.400198,2.376087,-47.785729,69.668329,-2.378924,-82.771837
2021-May-19 00:00:00.0000 TDB,2459353.50000,267.769463,2.489022,54.681646,25.034200,21.173218,-50.360084,2.374713,-48.053129,69.244258,-2.379136,-82.481712
2021-May-20 00:00:00.0000 TDB,2459354.50000,267.758716,2.489747,54.634095,25.034238,21.145390,-50.320215,2.373339,-48.312823,68.816312,-2.379376,-82.184800
2021-May-21 00:00:00.0000 TDB,2459355.50000,267.747719,2.490466,54.586716,25.034264,21.117414,-50.280595,2.371964,-48.564828,68.384736,-2.379633,-81.881334
2021-May-22 00:00:00.0000 TDB,2459356.50000,267.736471,2.491177,54.539515,25.034281,21.089294,-50.241225,2.370590,-48.809202,67.949768,-2.379893,-81.571553
2021-May-23 00:00:00.0000 TDB,2459357.50000,267.724969,2.491882,54.492494,25.034295,21.061036,-50.202107,2.369215,-49.046051,67.511625,-2.380139,-81.255695
2021-May-24 00:00:00.0000 TDB,2459358.50000,267.713207,2.492578,54.445658,25.034315,21.032643,-50.163243,2.367841,-49.275523,67.070476,-2.380352,-80.933972
2021-May-25 00:00:00.0000 TDB,2459359.50000,267.701178,2.493268,54.399009,25.034350,21.004119,-50.124635,2.366466,-49.497795,66.626424,-2.380511,-80.606544
2021-May-26 00:00:00.0000 TDB,2459360.50000,267.688881,2.493950,54.352551,25.034406,20.975469,-50.086284,2.365091,-49.713040,66.179483,-2.380602,-80.273492
2021-May-27 00:00:00.0000 TDB,2459361.50000,267.676318,2.494624,54.306286,25.034482,20.946697,-50.048192,2.363716,-49.921386,65.729590,-2.380612,-79.934803
2021-May-28 00:00:00.0000 TDB,2459362.50000,267.663499,2.495290,54.260219,25.034570,20.917806,-50.010360,2.362341,-50.122881,65.276626,-2.380543,-79.590389
2021-May-29 00:00:00.0000 TDB,2459363.50000,267.650438,2.495948,54.214353,25.034661,20.888802,-49.972791,2.360966,-50.317482,64.820466,-2.380401,-79.240115
2021-May-30 00:00:00.0000 TDB,2459364.50000,267.637147,2.496598,54.168691,25.034743,20.859686,-49.935487,2.359591,-50.505064,64.361014,-2.380200,-78.883846
2021-May-31 00:00:00.0000 TDB,2459365.50000,267.623636,2.497239,54.123236,25.034810,20.830465,-49.898449,2.358217,-50.685448,63.898228,-2.379958,-78.521476
2021-Jun-01 00:00:00.0000 TDB,2459366.50000,267.609910,2.497872,54.077992,25.034860,20.801141,-49.861679,2.356842,-50.858435,63.432131,-2.379691,-78.152950
2021-Jun-02 00:00:00.0000 TDB,2459367.50000,267.595970,2.498496,54.032963,25.034896,20.771720,-49.825179,2.355468,-51.023825,62.962800,-2.379415,-77.778264
2021-Jun-03 00:00:00.0000 TDB,2459368.50000,267.581816,2.499112,53.988152,25.034920,20.742205,-49.788951,2.354094,-51.181435,62.490351,-2.379143,-77.397456
2021-Jun-04 00:00:00.0000 TDB,2459369.50000,267.567444,2.499718,53.943562,25.034939,20.712602,-49.752997,2.352720,-51.331100,62.014927,-2.378887,-77.010598
2021-Jun-05 00:00:00.0000 TDB,2459370.50000,267.552854,2.500315,53.899198,25.034958,20.682914,-49.717319,2.351346,-51.472675,61.536691,-2.378655,-76.617787
2021-Jun-06 00:00:00.0000 TDB,2459371.50000,267.538044,2.500903,53.855062,25.034981,20.653147,-49.681917,2.349972,-51.606033,61.055817,-2.378455,-76.219136
2021-Jun-07 00:00:00.0000 TDB,2459372.50000,267.523014,2.501480,53.811159,25.035012,20.623306,-49.646794,2.348599,-51.731056,60.572488,-2.378292,-75.814774
